timestamp;lat [deg];lon [deg];sog [kn];draught [m];heading [deg];cog [deg];rot [deg/min];zone  [UTM];band  [UTM];easting [UTM];northing [UTM];STATE
2023-09-04T23:43:10;-6.95626333333;112.711611667;11.6;-1;199;199.3;0;49;M;689094;9230743;P1
2023-09-04T23:43:20;-6.956775;112.711435;11.6;-1;199;199.3;0;49;M;689074;9230687;P1
2023-09-04T23:43:30;-6.95734;112.71124;11.6;-1;199;199.3;0;49;M;689052;9230624;P1
2023-09-04T23:43:40;-6.95779666667;112.711081667;11.6;-1;200;199.1;0;49;M;689035;9230574;P1
2023-09-04T23:43:51;-6.95841166667;112.710866667;11.6;-1;199;199.4;0;49;M;689011;9230506;P1
2023-09-04T23:44:00;-6.95882166667;112.710723333;11.6;-1;199;199.4;0;49;M;688995;9230461;P1
2023-09-04T23:44:11;-6.95938666667;112.710528333;11.6;-1;199;199.3;0;49;M;688973;9230398;P1
2023-09-04T23:44:20;-6.95985;112.710366667;11.6;-1;199;199.1;0;49;M;688955;9230347;P1
2023-09-04T23:44:30;-6.96041333333;112.710166667;11.6;-1;199;199.5;0;49;M;688932;9230285;P1
2023-09-04T23:44:40;-6.960875;112.710006667;11.6;-1;200;199.2;0;49;M;688915;9230234;P1
2023-09-04T23:44:51;-6.96148166667;112.70979;11.5;-1;200;199.5;0;49;M;688890;9230167;P1
2023-09-04T23:45:00;-6.961885;112.709643333;11.5;-1;200;199.5;0;49;M;688874;9230122;P1
2023-09-04T23:45:11;-6.962435;112.709441667;11.5;-1;200;199.8;0;49;M;688852;9230062;P1
2023-09-04T23:45:20;-6.96288833333;112.709276667;11.5;-1;200;199.9;0;49;M;688833;9230012;P1
2023-09-04T23:45:30;-6.963445;112.70908;11.5;-1;200;199.8;0;49;M;688811;9229950;P1
2023-09-04T23:45:40;-6.963905;112.70892;11.5;-1;200;199.7;0;49;M;688793;9229899;P1
2023-09-04T23:45:51;-6.96452;112.708706667;11.5;-1;200;199.9;0;49;M;688769;9229831;P1
2023-09-04T23:46:00;-6.96492333333;112.70856;11.5;-1;199;199.9;0;49;M;688753;9229787;P1
2023-09-04T23:46:11;-6.96548;112.708356667;11.5;-1;199;200.0;0;49;M;688730;9229725;P1
2023-09-04T23:46:21;-6.96598333333;112.708175;11.5;-1;200;199.6;0;49;M;688710;9229670;P1
2023-09-04T23:46:30;-6.96648666667;112.707996667;11.5;-1;200;199.9;0;49;M;688690;9229614;P1
2023-09-04T23:46:40;-6.96693833333;112.70783;11.5;-1;200;200.1;0;49;M;688672;9229564;P1
2023-09-04T23:46:51;-6.96754;112.70761;11.5;-1;199;200.0;0;49;M;688647;9229498;P1
2023-09-04T23:47:00;-6.96794333333;112.707466667;11.4;-1;199;199.7;0;49;M;688631;9229453;P1
2023-09-04T23:47:11;-6.96849333333;112.70727;11.4;-1;199;199.3;0;49;M;688609;9229393;P1
2023-09-04T23:47:21;-6.96898;112.70709;11.4;-1;200;199.3;0;49;M;688589;9229339;P1
2023-09-04T23:47:30;-6.96943;112.70694;11.4;-1;202;198.6;127;49;M;688572;9229289;P1
2023-09-04T23:47:40;-6.96993;112.706761667;11.3;-1;204;199.8;127;49;M;688552;9229234;P1
2023-09-04T23:47:51;-6.97053166667;112.706536667;11.3;-1;208;201.1;127;49;M;688527;9229167;P1
2023-09-04T23:48:01;-6.97101333333;112.706345;11.3;-1;211;203.2;127;49;M;688506;9229114;P1
2023-09-04T23:48:11;-6.97142833333;112.706126667;11.2;-1;214;207.3;127;49;M;688482;9229068;P1
2023-09-04T23:48:30;-6.97227333333;112.705603333;11.2;-1;217;212.5;0;49;M;688423;9228975;P1
2023-09-04T23:48:40;-6.97270666667;112.705293333;11.2;-1;217;214.9;0;49;M;688389;9228927;P1
2023-09-04T23:49:11;-6.97400833333;112.70432;11.2;-1;217;216.7;0;49;M;688281;9228784;P1
2023-09-04T23:49:21;-6.97442833333;112.704001667;11.2;-1;217;216.9;0;49;M;688246;9228738;P1
2023-09-04T23:49:50;-6.975635;112.703106667;11.2;-1;216;216.5;0;49;M;688146;9228604;P1
2023-09-04T23:50:11;-6.97651166667;112.702461667;11.2;-1;216;216.7;0;49;M;688075;9228508;P1
2023-09-04T23:50:30;-6.97730666667;112.701881667;11.2;-1;216;216.6;0;49;M;688010;9228420;P1
2023-09-04T23:50:40;-6.97773333333;112.701565;11.2;-1;216;216.4;0;49;M;687975;9228373;P1
2023-09-04T23:50:50;-6.97815833333;112.70125;11.2;-1;216;216.3;0;49;M;687940;9228326;P1
2023-09-04T23:51:01;-6.97866833333;112.700878333;11.2;-1;217;216.2;0;49;M;687899;9228270;P1
2023-09-04T23:51:11;-6.97904333333;112.700606667;11.2;-1;217;216.5;0;49;M;687869;9228228;P1
2023-09-04T23:51:21;-6.97946833333;112.700298333;11.2;-1;218;216.3;0;49;M;687834;9228182;P1
