timestamp;lat [deg];lon [deg];sog [kn];draught [m];heading [deg];cog [deg];rot [deg/min];zone  [UTM];band  [UTM];easting [UTM];northing [UTM];STATE
2023-09-14T23:10:47;-6.91283166667;112.727203333;9.2;-1;18;17.9;0;49;M;690834;9235540;P3
2023-09-14T23:10:57;-6.91242166667;112.727336667;9.2;-1;18;17.9;0;49;M;690849;9235586;P3
2023-09-14T23:11:17;-6.91160333333;112.727601667;9.2;-1;18;18.5;0;49;M;690879;9235676;P3
2023-09-14T23:11:27;-6.91119666667;112.727733333;9.1;-1;18;18;0;49;M;690894;9235721;P3
2023-09-14T23:11:47;-6.91039;112.727993333;9.1;-1;18;17.8;0;49;M;690923;9235810;P3
2023-09-14T23:11:57;-6.90998833333;112.728125;9;-1;18;18.9;0;49;M;690937;9235855;P3
2023-09-14T23:12:37;-6.90839833333;112.728648333;8.9;-1;18;18.2;0;49;M;690996;9236030;P3
2023-09-14T23:12:47;-6.90800333333;112.728775;8.9;-1;18;17.7;0;49;M;691010;9236074;P3
2023-09-14T23:12:57;-6.90756833333;112.72891;8.9;-1;18;16.7;0;49;M;691025;9236122;P3
2023-09-14T23:13:37;-6.90604333333;112.7294;8.8;-1;21;19.7;0;49;M;691080;9236290;P3
2023-09-14T23:13:47;-6.905655;112.729541667;8.9;-1;20;21.4;0;49;M;691096;9236333;P3
2023-09-14T23:13:57;-6.90526;112.729686667;9;-1;20;20;0;49;M;691112;9236377;P3
2023-09-14T23:14:17;-6.90445666667;112.729975;9.3;-1;20;19.1;0;49;M;691144;9236466;P3
2023-09-14T23:14:27;-6.90404666667;112.730118333;9.4;-1;20;19.4;0;49;M;691160;9236511;P3
2023-09-14T23:14:37;-6.90363666667;112.730266667;9.5;-1;20;20.2;0;49;M;691177;9236556;P3
2023-09-14T23:14:47;-6.90326166667;112.730401667;9.5;-1;20;19.6;0;49;M;691192;9236598;P3
2023-09-14T23:14:57;-6.90275666667;112.730583333;9.6;-1;20;20;0;49;M;691212;9236653;P3
2023-09-14T23:15:17;-6.90190166667;112.730886667;9.8;-1;20;19.6;0;49;M;691246;9236748;P3
2023-09-14T23:15:27;-6.90147166667;112.731045;9.8;-1;20;19.8;0;49;M;691263;9236795;P3
2023-09-14T23:15:57;-6.90020333333;112.731491667;10;-1;20;19.4;0;49;M;691313;9236935;P3
2023-09-14T23:16:17;-6.89931666667;112.731808333;10.1;-1;20;20.3;0;49;M;691349;9237033;P3
2023-09-14T23:16:27;-6.898875;112.73197;10.1;-1;20;19.8;0;49;M;691367;9237082;P3
2023-09-14T23:16:47;-6.89797666667;112.732281667;10.2;-1;20;20.1;0;49;M;691402;9237181;P3
2023-09-14T23:17:27;-6.89612666667;112.73294;10.4;-1;20;18.5;0;49;M;691475;9237386;P3
2023-09-14T23:19:26;-6.89063833333;112.734881667;10.7;-1;20;20.4;0;49;M;691692;9237992;P3
2023-09-14T23:20:26;-6.88786333333;112.735918333;10.1;-1;22;22.3;0;49;M;691808;9238298;P3
2023-09-14T23:22:06;-6.88363;112.737541667;9.4;-1;20;19.5;0;49;M;691989;9238766;P3
2023-09-14T23:22:27;-6.88271833333;112.737863333;9.3;-1;21;19.6;0;49;M;692025;9238867;P3
2023-09-14T23:24:37;-6.87752;112.73972;8.8;-1;20;19.8;0;49;M;692232;9239441;P3
2023-09-14T23:24:57;-6.876745;112.739991667;8.8;-1;20;19.9;0;49;M;692262;9239526;P3
2023-09-14T23:25:07;-6.87635833333;112.740128333;8.7;-1;20;18.8;0;49;M;692278;9239569;P3
2023-09-14T23:25:37;-6.87520833333;112.74053;8.7;-1;20;20.3;0;49;M;692322;9239696;P3
2023-09-14T23:25:57;-6.87445;112.740795;8.6;-1;20;19.4;0;49;M;692352;9239780;P3
2023-09-14T23:26:37;-6.87297833333;112.741296667;8.5;-1;20;18.5;0;49;M;692408;9239942;P3
2023-09-14T23:27:07;-6.871875;112.74167;8.1;-1;20;18.9;0;49;M;692450;9240064;P3
2023-09-14T23:27:25;-6.87120166667;112.741896667;7.9;-1;20;18.8;0;49;M;692475;9240139;P3
2023-09-14T23:27:57;-6.87011333333;112.74227;7.5;-1;20;19.6;0;49;M;692517;9240259;P3
2023-09-14T23:28:16;-6.86948833333;112.74248;7.3;-1;20;19.7;0;49;M;692540;9240328;P3
2023-09-14T23:28:37;-6.86884833333;112.742695;7.1;-1;20;19.3;0;49;M;692564;9240399;P3
2023-09-14T23:28:57;-6.86822833333;112.742906667;6.9;-1;20;19.5;0;49;M;692588;9240467;P3
2023-09-14T23:29:16;-6.86763;112.743111667;6.7;-1;19;18;0;49;M;692611;9240533;P3
2023-09-14T23:29:36;-6.86707666667;112.74329;6.5;-1;19;18;0;49;M;692631;9240594;P3
2023-09-14T23:29:46;-6.86678666667;112.743383333;6.4;-1;19;17.6;0;49;M;692641;9240626;P3
2023-09-14T23:29:56;-6.86649666667;112.743471667;6.4;-1;18;16.9;0;49;M;692651;9240658;P3
2023-09-14T23:30:16;-6.86590333333;112.74365;6.2;-1;18;17.1;0;49;M;692671;9240724;P3
2023-09-14T23:30:46;-6.86509166667;112.743901667;5.9;-1;17;17.2;0;49;M;692699;9240814;P3
2023-09-14T23:30:56;-6.86485333333;112.743973333;5.9;-1;17;17.2;0;49;M;692707;9240840;P3
2023-09-14T23:31:06;-6.86459;112.74405;6;-1;16;16.2;0;49;M;692716;9240869;P0
2023-09-14T23:31:16;-6.86429166667;112.744145;6.2;-1;15;20.5;0;49;M;692726;9240902;P3
2023-09-14T23:31:36;-6.86376666667;112.744318333;6.2;-1;11;17.6;-127;49;M;692746;9240960;P3
2023-09-14T23:31:56;-6.86320166667;112.74447;6.3;-1;7;14.7;-127;49;M;692763;9241022;P0
2023-09-14T23:32:06;-6.862915;112.744533333;6.2;-1;5;10.2;-127;49;M;692770;9241054;P0
2023-09-14T23:32:16;-6.86259666667;112.74459;6.3;-1;3;11.7;-127;49;M;692776;9241089;P0
2023-09-14T23:32:36;-6.862045;112.744648333;6.2;-1;0;4.3;0;49;M;692783;9241150;P0
2023-09-14T23:32:56;-6.86146333333;112.744665;6.3;-1;0;359.5;0;49;M;692785;9241215;P0
2023-09-14T23:33:06;-6.86114;112.74466;6.2;-1;0;1.1;0;49;M;692785;9241250;P0
2023-09-14T23:33:16;-6.860875;112.744648333;6.3;-1;0;356.9;0;49;M;692783;9241280;P0
2023-09-14T23:33:36;-6.86028166667;112.744631667;6.4;-1;0;359.1;0;49;M;692782;9241345;P0
2023-09-14T23:33:56;-6.85967666667;112.744626667;6.5;-1;0;357.9;0;49;M;692781;9241412;P0
2023-09-14T23:34:06;-6.85937166667;112.744618333;6.5;-1;0;359.7;0;49;M;692781;9241446;P0
2023-09-14T23:34:16;-6.859065;112.744613333;6.5;-1;0;358.3;0;49;M;692780;9241480;P0
2023-09-14T23:34:37;-6.85838;112.744591667;6.8;-1;0;358.7;0;49;M;692778;9241556;P0
2023-09-14T23:34:56;-6.85775333333;112.744578333;7.2;-1;0;358.8;0;49;M;692777;9241625;P0
2023-09-14T23:35:06;-6.857445;112.744566667;7.4;-1;0;358.9;0;49;M;692776;9241659;P0
2023-09-14T23:35:16;-6.85705833333;112.744556667;7.6;-1;0;357.4;0;49;M;692775;9241702;P0
2023-09-14T23:35:37;-6.856335;112.744515;7.8;-1;2;357.6;0;49;M;692770;9241782;P0
2023-09-14T23:36:06;-6.85520166667;112.744505;8.3;-1;3;1.4;0;49;M;692770;9241907;P0
2023-09-14T23:36:16;-6.85485;112.744506667;8.5;-1;3;359.7;0;49;M;692770;9241946;P0
2023-09-14T23:36:56;-6.85322666667;112.74454;8.9;-1;3;0.5;0;49;M;692774;9242126;P0
2023-09-14T23:37:06;-6.85280666667;112.744548333;8.9;-1;3;2;0;49;M;692776;9242172;P0
2023-09-14T23:37:37;-6.85141666667;112.744585;9.6;-1;3;2.3;0;49;M;692780;9242326;P0
2023-09-14T23:37:56;-6.85054;112.7446;10.1;-1;3;1.1;0;49;M;692782;9242423;P0
2023-09-14T23:38:06;-6.85006333333;112.744611667;10.4;-1;3;1.2;0;49;M;692784;9242475;P0
2023-09-14T23:38:17;-6.84952833333;112.744626667;10.4;-1;3;2.8;0;49;M;692786;9242535;P0
2023-09-14T23:38:37;-6.84858166667;112.744658333;10.7;-1;3;2.4;0;49;M;692789;9242639;P0
2023-09-14T23:38:56;-6.84761166667;112.744685;11.1;-1;3;2;0;49;M;692793;9242747;P0
2023-09-14T23:39:06;-6.84704;112.744701667;11.2;-1;3;2;0;49;M;692795;9242810;P0
2023-09-14T23:39:17;-6.84651333333;112.744715;11.3;-1;3;1.7;0;49;M;692796;9242868;P0
2023-09-14T23:39:37;-6.84544333333;112.74475;11.6;-1;3;2;0;49;M;692801;9242986;P0
2023-09-14T23:39:56;-6.84441;112.744788333;11.7;-1;3;2.6;0;49;M;692805;9243101;P0
2023-09-14T23:40:06;-6.84380333333;112.74481;11.8;-1;3;2.1;0;49;M;692808;9243168;P0
2023-09-14T23:40:17;-6.84319333333;112.744833333;12;-1;3;2.1;0;49;M;692811;9243235;P0
2023-09-14T23:40:37;-6.84207;112.744875;12;-1;3;3;0;49;M;692816;9243359;P0
2023-09-14T23:40:56;-6.84103333333;112.744915;12.5;-1;3;2.5;0;49;M;692821;9243474;P0
2023-09-14T23:41:17;-6.83974;112.744965;12.7;-1;3;2.1;0;49;M;692827;9243617;P0
2023-09-14T23:41:37;-6.8386;112.745006667;13;-1;3;2.3;0;49;M;692832;9243743;P0
2023-09-14T23:41:57;-6.837385;112.745056667;13.1;-1;3;2.5;0;49;M;692838;9243877;P0
2023-09-14T23:42:17;-6.836095;112.745113333;13.2;-1;3;2.6;0;49;M;692845;9244020;P0
2023-09-14T23:42:37;-6.83485333333;112.74517;13.4;-1;3;2.9;0;49;M;692851;9244157;P0
2023-09-14T23:42:57;-6.83360166667;112.745226667;13.6;-1;3;2.2;0;49;M;692858;9244296;P0
2023-09-14T23:43:16;-6.83246666667;112.745271667;13.5;-1;3;2.2;0;49;M;692864;9244421;P0
2023-09-14T23:43:27;-6.83177;112.745303333;13.6;-1;3;2.7;0;49;M;692867;9244498;P0
2023-09-14T23:43:37;-6.83113333333;112.74533;13.8;-1;3;2.6;0;49;M;692871;9244569;P0
2023-09-14T23:43:57;-6.82985333333;112.745388333;13.8;-1;3;2.6;0;49;M;692878;9244710;P0
2023-09-14T23:44:16;-6.82862833333;112.745443333;13.9;-1;3;2.6;0;49;M;692884;9244846;P0
2023-09-14T23:44:27;-6.82791833333;112.745475;13.9;-1;3;2;0;49;M;692888;9244924;P0
2023-09-14T23:44:37;-6.82727;112.7455;13.9;-1;3;2.4;0;49;M;692891;9244996;P0
2023-09-14T23:44:50;-6.826425;112.74554;14;-1;3;2.6;0;49;M;692896;9245089;P0
2023-09-14T23:45:03;-6.82551166667;112.745581667;14;-1;3;3.3;0;49;M;692901;9245190;P0
2023-09-14T23:45:15;-6.82472833333;112.74562;13.9;-1;3;2.4;0;49;M;692905;9245277;P0
2023-09-14T23:45:27;-6.82394333333;112.745653333;14.1;-1;3;2.8;0;49;M;692909;9245364;P0
2023-09-14T23:45:39;-6.823155;112.745685;14.1;-1;3;2.1;0;49;M;692913;9245451;P0
2023-09-14T23:45:50;-6.82243166667;112.745716667;14.1;-1;3;2.7;0;49;M;692917;9245531;P0
2023-09-14T23:46:03;-6.82164333333;112.745751667;14.2;-1;3;2.7;0;49;M;692921;9245618;P0
2023-09-14T23:46:15;-6.820785;112.745793333;14.2;-1;3;2.6;0;49;M;692926;9245713;P0
2023-09-14T23:46:50;-6.81854333333;112.745891667;14.1;-1;3;2.8;0;49;M;692938;9245961;P0
2023-09-14T23:47:03;-6.817685;112.745933333;14.1;-1;3;3.1;0;49;M;692943;9246056;P0
2023-09-14T23:47:15;-6.81689;112.745971667;14.3;-1;3;3;0;49;M;692947;9246144;P0
2023-09-14T23:47:27;-6.81603;112.746013333;14.3;-1;3;3.1;0;49;M;692952;9246239;P0
2023-09-14T23:47:39;-6.81530166667;112.74605;14.3;-1;3;3.2;0;49;M;692957;9246319;P0
2023-09-14T23:47:50;-6.81450333333;112.746088333;14.2;-1;3;2.8;0;49;M;692961;9246408;P0
2023-09-14T23:48:03;-6.81363833333;112.746128333;14.3;-1;3;2.2;0;49;M;692966;9246503;P0
2023-09-14T23:48:15;-6.81284;112.746165;14.3;-1;3;3.2;0;49;M;692970;9246592;P0
2023-09-14T23:48:27;-6.81210666667;112.746198333;14.2;-1;3;3.3;0;49;M;692974;9246673;P0
2023-09-14T23:48:50;-6.81050666667;112.746273333;14.3;-1;3;2.2;0;49;M;692983;9246850;P0
2023-09-14T23:49:03;-6.809705;112.746306667;14.3;-1;3;2.3;0;49;M;692987;9246938;P0
2023-09-14T23:49:15;-6.80883833333;112.74634;14.3;-1;3;2.2;0;49;M;692991;9247034;P0
2023-09-14T23:49:27;-6.80810333333;112.746368333;14.3;-1;3;2.4;0;49;M;692995;9247115;P0
2023-09-14T23:49:39;-6.80730333333;112.746403333;14.5;-1;4;2.9;0;49;M;692999;9247204;P0
2023-09-14T23:49:51;-6.80650166667;112.746443333;14.4;-1;3;2.8;0;49;M;693004;9247292;P0
2023-09-14T23:50:03;-6.805635;112.746488333;14.3;-1;3;3.3;0;49;M;693009;9247388;P0
2023-09-14T23:50:15;-6.80483333333;112.746526667;14.5;-1;3;2.3;0;49;M;693013;9247477;P0
2023-09-14T23:50:27;-6.8041;112.74656;14.3;-1;3;2.3;0;49;M;693017;9247558;P0
2023-09-14T23:50:39;-6.80323333333;112.7466;14.4;-1;3;2;0;49;M;693022;9247654;P0
2023-09-14T23:50:51;-6.80243166667;112.746638333;14.2;-1;3;2.9;0;49;M;693027;9247742;P0
2023-09-14T23:51:03;-6.80169833333;112.746671667;14.3;-1;3;2.9;0;49;M;693031;9247824;P0
2023-09-14T23:51:15;-6.80089666667;112.746713333;14.4;-1;3;3.1;0;49;M;693036;9247912;P0
2023-09-14T23:51:27;-6.800095;112.746753333;14.4;-1;3;3.3;0;49;M;693040;9248001;P0
2023-09-14T23:51:43;-6.79929666667;112.746795;14.4;-1;3;3;0;49;M;693045;9248089;P0
2023-09-14T23:51:51;-6.79842833333;112.746836667;14.4;-1;3;3.7;0;49;M;693050;9248185;P0
2023-09-14T23:52:03;-6.79769666667;112.746873333;14.4;-1;3;2.5;0;49;M;693055;9248266;P0
2023-09-14T23:52:15;-6.79689666667;112.74691;14.4;-1;3;2.9;0;49;M;693059;9248355;P0
2023-09-14T23:52:27;-6.79603;112.746953333;14.3;-1;4;3.2;0;49;M;693064;9248450;P0
2023-09-14T23:52:39;-6.79529833333;112.746995;14.3;-1;4;3.6;0;49;M;693069;9248531;P0
2023-09-14T23:52:51;-6.79443166667;112.747046667;14.3;-1;4;3.6;0;49;M;693075;9248627;P0
2023-09-14T23:53:03;-6.79363333333;112.747093333;14.2;-1;3;3.8;0;49;M;693081;9248715;P0
2023-09-14T23:53:15;-6.7929;112.747135;14.3;-1;3;3.6;0;49;M;693085;9248796;P0
2023-09-14T23:53:27;-6.79210166667;112.747181667;14.3;-1;3;3.4;0;49;M;693091;9248885;P0
2023-09-14T23:53:39;-6.791235;112.74723;14.2;-1;4;2.6;0;49;M;693097;9248981;P0
2023-09-14T23:53:51;-6.79043666667;112.747265;14.3;-1;5;3.2;0;49;M;693101;9249069;P0
2023-09-14T23:54:03;-6.78970333333;112.747303333;14.4;-1;6;3.5;0;49;M;693105;9249150;P0
2023-09-14T23:54:15;-6.788905;112.74736;14.4;-1;7;4;0;49;M;693112;9249238;P0
2023-09-14T23:54:27;-6.78810833333;112.747436667;14.3;-1;8;6.3;0;49;M;693121;9249326;P0
2023-09-14T23:54:39;-6.78731333333;112.747533333;14.3;-1;8;8.1;0;49;M;693132;9249414;P0
2023-09-14T23:54:51;-6.78652166667;112.747643333;14.3;-1;8;8.4;0;49;M;693144;9249502;P0
2023-09-14T23:55:03;-6.78573;112.747753333;14.4;-1;8;7.8;0;49;M;693157;9249589;P0
2023-09-14T23:55:15;-6.78487;112.747866667;14.3;-1;8;7.5;0;49;M;693170;9249684;P0
2023-09-14T23:55:27;-6.78414166667;112.747963333;14.3;-1;8;8;0;49;M;693181;9249765;P0
2023-09-14T23:55:39;-6.78328333333;112.74808;14.3;-1;8;8;0;49;M;693194;9249860;P0
2023-09-14T23:55:50;-6.78255833333;112.748183333;14.2;-1;8;8.4;0;49;M;693205;9249940;P0
2023-09-14T23:56:03;-6.78176666667;112.748296667;14.2;-1;8;8.6;0;49;M;693218;9250027;P0
2023-09-14T23:56:15;-6.780975;112.748408333;14.2;-1;8;8.3;0;49;M;693231;9250115;P0
2023-09-14T23:56:27;-6.780185;112.748523333;14.3;-1;8;8.7;0;49;M;693244;9250202;P0
2023-09-14T23:56:39;-6.77939333333;112.74864;14.3;-1;8;8.2;0;49;M;693257;9250290;P0
2023-09-14T23:56:50;-6.77860333333;112.74876;14.3;-1;8;8.4;0;49;M;693271;9250377;P0
2023-09-14T23:57:03;-6.77781166667;112.748878333;14.2;-1;8;8.3;0;49;M;693284;9250464;P0
2023-09-14T23:57:15;-6.776955;112.749005;14.2;-1;8;8.5;0;49;M;693299;9250559;P0
2023-09-14T23:57:27;-6.77623;112.749106667;14.3;-1;8;8.1;0;49;M;693310;9250639;P0
2023-09-14T23:57:39;-6.77537333333;112.749225;14.3;-1;8;8;0;49;M;693324;9250734;P0
2023-09-14T23:57:50;-6.77465;112.749328333;14.3;-1;8;8.3;0;49;M;693335;9250814;P0
2023-09-14T23:58:02;-6.77385833333;112.749443333;14.2;-1;8;8.8;0;49;M;693348;9250901;P0
2023-09-14T23:58:14;-6.77306833333;112.749561667;14.3;-1;8;8.6;0;49;M;693362;9250989;P0
2023-09-14T23:58:27;-6.77221;112.749686667;14.2;-1;8;9.2;0;49;M;693376;9251084;P0
2023-09-14T23:58:57;-6.77029333333;112.749953333;14.2;-1;8;8.6;0;49;M;693406;9251296;P0
2023-09-14T23:59:21;-6.76871333333;112.750175;14.3;-1;9;8.7;0;49;M;693431;9251470;P0
2023-09-14T23:59:33;-6.76792166667;112.750293333;14.3;-1;8;8.9;0;49;M;693445;9251558;P0
2023-09-14T23:59:45;-6.76713166667;112.750411667;14.3;-1;8;8.6;0;49;M;693458;9251645;P0
2023-09-14T23:59:57;-6.76634;112.750531667;14.3;-1;8;8.4;0;49;M;693472;9251733;P0
