timestamp;lat [deg];lon [deg];sog [kn];heading [deg];cog [deg];STATE;GERAKAN
2023-09-02T19:45:24;-6.917326667;112.7255517;6.3;511;197.7;P0;
2023-09-02T19:48:44;-6.923288333;112.7233417;7.2;511;202.1;P0;
2023-09-02T19:49:14;-6.924233333;112.7229817;7.3;511;201.8;P0;
2023-09-02T19:49:44;-6.925185;112.7226133;7.4;511;203;P0;
2023-09-02T19:49:53;-6.925475;112.7224917;7.5;511;204.5;P0;
2023-09-02T19:50:05;-6.925861667;112.7223217;7.5;511;204.1;P0;
2023-09-02T19:50:14;-6.926148333;112.7221867;7.4;511;204.9;P0;
2023-09-02T19:50:34;-6.926753333;112.72191;7;511;206;P0;
2023-09-02T19:50:44;-6.927041667;112.7217733;6.8;511;206.8;P0;
2023-09-02T19:50:53;-6.927288333;112.7216483;6.6;511;206.2;P0;
2023-09-02T19:51:34;-6.92837;112.7211017;6;511;204.7;P0;
2023-09-02T19:51:44;-6.92862;112.7209817;6;511;205.4;P0;
2023-09-02T19:51:53;-6.928843333;112.720875;5.9;511;206.7;P0;
2023-09-02T19:52:04;-6.929108333;112.720745;5.7;511;205.7;P0;
2023-09-02T19:52:23;-6.92955;112.7205333;5.5;511;204.9;P1;
2023-09-02T19:52:53;-6.930223333;112.7202567;5.2;511;203.6;P1;
2023-09-02T19:53:23;-6.93088;112.7199883;5;511;203.1;P1;
2023-09-02T19:54:34;-6.93233;112.71941;4.5;511;200.2;P1;
2023-09-02T19:55:44;-6.933708333;112.718905;4.5;511;198.7;P1;
2023-09-02T19:56:15;-6.934325;112.7186983;4.7;511;200.3;P1;
2023-09-02T19:56:24;-6.934513333;112.7186267;4.9;511;200.2;P1;
2023-09-02T19:57:14;-6.935745;112.7182067;6.1;511;197.7;P1;
2023-09-02T20:05:34;-6.955481667;112.7127633;9.8;511;200;P1;
2023-09-02T20:06:05;-6.956811667;112.71227;9.8;511;201.2;P1;
2023-09-02T20:06:24;-6.957658333;112.711945;9.9;511;201.7;P1;
2023-09-02T20:06:34;-6.958038333;112.7117933;9.8;511;202;P1;
2023-09-02T20:06:44;-6.958458333;112.7116233;9.9;511;202.2;P1;
2023-09-02T20:06:54;-6.958883333;112.7114483;9.9;511;201.5;P1;
2023-09-02T20:07:05;-6.959351667;112.7112633;9.9;511;201.3;P1;
2023-09-02T20:07:14;-6.959735;112.71111;9.9;511;201.6;P1;
2023-09-02T20:07:24;-6.960203333;112.7109217;9.9;511;201.3;P1;
2023-09-02T20:07:34;-6.960586667;112.7107667;9.9;511;202.2;P1;
2023-09-02T20:07:43;-6.960971667;112.7106083;9.9;511;202;P1;
2023-09-02T20:08:05;-6.961911667;112.7102333;9.9;511;201.7;P1;
2023-09-02T20:08:14;-6.962295;112.7100767;9.9;511;202.2;P1;
2023-09-02T20:08:34;-6.963155;112.7097267;9.9;511;202.4;P1;
2023-09-02T20:08:43;-6.963536667;112.7095583;10;511;202.9;P1;
2023-09-02T20:08:55;-6.964045;112.7093433;9.9;511;202.7;P1;
2023-09-02T20:09:05;-6.964471667;112.7091633;10;511;203;P1;
2023-09-02T20:09:14;-6.964855;112.7089983;9.9;511;202.9;P1;
2023-09-02T20:09:34;-6.965711667;112.7086483;9.9;511;202;P1;
2023-09-02T20:09:43;-6.966095;112.70849;9.9;511;202.7;P1;
2023-09-02T20:09:55;-6.966605;112.7082783;9.9;511;202.4;P1;
2023-09-02T20:10:05;-6.96703;112.708105;9.9;511;202.7;P1;
2023-09-02T20:10:14;-6.967406667;112.7079467;9.9;511;202.3;P1;
2023-09-02T20:10:35;-6.968295;112.70758;9.9;511;202.9;P1;
2023-09-02T20:10:43;-6.968631667;112.7074383;9.9;511;202.8;P1;
2023-09-02T20:10:55;-6.969141667;112.7072283;9.9;511;203;P1;
2023-09-02T20:11:05;-6.969565;112.70705;9.9;511;203.3;P1;
2023-09-02T20:11:35;-6.970841667;112.7065267;9.9;511;202.9;P1;
2023-09-02T20:11:43;-6.97118;112.7063867;9.9;511;202.7;P1;
2023-09-02T20:11:55;-6.971693333;112.7061733;9.9;511;202.7;P1;
2023-09-02T20:12:04;-6.972078333;112.7060117;9.9;511;202.5;P1;
2023-09-02T20:12:24;-6.972923333;112.7056667;9.9;511;202.9;P1;
2023-09-02T20:13:04;-6.974596667;112.7049317;9.8;511;204.1;P1;
2023-09-02T20:16:44;-6.983168333;112.69981;9.8;511;216.7;P1;
2023-09-02T20:17:23;-6.984631667;112.6986967;9.9;511;216.9;P1;
2023-09-02T20:17:34;-6.984998333;112.6984183;9.9;511;217.5;P1;
2023-09-02T20:17:44;-6.985366667;112.6981383;9.9;511;216.9;P1;
2023-09-02T20:17:53;-6.985698333;112.6978883;9.9;511;217.1;P1;
2023-09-02T20:18:04;-6.98611;112.6975867;9.9;511;217.1;P1;
2023-09-02T20:18:34;-6.987223333;112.696755;9.9;511;217;P1;
2023-09-02T20:18:44;-6.987595;112.696475;9.9;511;217.2;P1;
2023-09-02T20:18:53;-6.987928333;112.6962217;10;511;217.1;P1;
2023-09-02T20:19:05;-6.98837;112.69588;10;511;217.3;P1;
2023-09-02T20:19:25;-6.989111667;112.6953217;10;511;217.4;P1;
2023-09-02T20:19:34;-6.989441667;112.6950733;10;511;217.6;P1;
2023-09-02T20:20:14;-6.990956667;112.6939283;10;511;216.7;P1;
2023-09-02T20:20:44;-6.992026667;112.6931067;10;511;216.8;P1;
2023-09-02T20:25:44;-7.002618333;112.6839083;10.1;511;222.2;P1;
2023-09-02T20:26:05;-7.00335;112.6832467;10.1;511;223.1;P1;
2023-09-02T20:26:14;-7.00366;112.6829567;10.1;511;223.4;P1;
2023-09-02T20:26:44;-7.004708333;112.682015;10.1;511;219.7;P1;
2023-09-02T20:26:54;-7.005076667;112.68172;10.1;511;217.3;P1;
2023-09-02T20:27:14;-7.005833333;112.6811817;10.1;511;214;P1;
2023-09-02T20:27:23;-7.006188333;112.6809583;10.1;511;212.6;P1;
2023-09-02T20:27:34;-7.006623333;112.6806883;10.1;511;212.5;P1;
2023-09-02T20:27:44;-7.00702;112.68044;10.1;511;212.9;P1;
2023-09-02T20:28:44;-7.009431667;112.6789117;10.2;511;211.1;P1;
2023-09-02T20:34:04;-7.022805;112.6717767;10.2;511;202.3;P1;
2023-09-02T20:34:15;-7.02329;112.671575;10.2;511;202.3;P1;
2023-09-02T20:46:23;-7.05601;112.6613617;8.5;511;197;P1;
2023-09-02T20:48:15;-7.060198333;112.6604817;8;511;186.5;P1;
2023-09-02T20:48:33;-7.060866667;112.66044;7.9;511;182.8;P1;
2023-09-02T20:48:54;-7.06164;112.6604183;7.9;511;181.8;P1;
2023-09-02T20:49:15;-7.062406667;112.6604;7.9;511;181.4;P1;
2023-09-02T20:49:34;-7.063105;112.6603867;7.9;511;181.2;P1;
2023-09-02T20:49:54;-7.063841667;112.66039;7.9;511;180.4;P1;
2023-09-02T20:50:03;-7.064171667;112.6603933;7.9;511;180.5;P1;
2023-09-02T20:50:13;-7.064538333;112.660395;7.9;511;179.9;P1;
2023-09-02T20:50:44;-7.065713333;112.6603933;8;511;180.1;P1;
2023-09-02T20:53:03;-7.070816667;112.6603133;8;511;182.1;P1;
2023-09-02T20:53:13;-7.071183333;112.6603017;8;511;182.4;P1;
2023-09-02T20:53:25;-7.071625;112.6602867;7.9;511;182.2;P1;
2023-09-02T20:53:43;-7.07229;112.6602633;8;511;181.8;P1;
2023-09-02T20:53:54;-7.0727;112.6602517;8;511;181.9;P1;
2023-09-02T20:54:03;-7.073031667;112.66024;8;511;181.8;P1;
2023-09-02T20:54:25;-7.073843333;112.6602117;8;511;182.2;P1;
2023-09-02T20:54:43;-7.074508333;112.6601983;8;511;181.9;P1;
2023-09-02T20:55:04;-7.075278333;112.6601667;7.9;511;183.5;P1;
2023-09-02T20:55:25;-7.076045;112.660115;8;511;184;P1;
2023-09-02T20:55:34;-7.076376667;112.6600917;8;511;184.2;P1;
2023-09-02T20:55:43;-7.07671;112.66007;8;511;184.9;P1;
2023-09-02T20:55:54;-7.077116667;112.660035;8;511;185.2;P1;
2023-09-02T20:56:04;-7.077486667;112.660005;8;511;184.5;P1;
2023-09-02T20:56:13;-7.077855;112.6599767;8;511;184.4;P1;
2023-09-02T20:56:25;-7.07826;112.659945;8;511;184.1;P1;
2023-09-02T20:56:34;-7.078591667;112.65992;8;511;184.2;P1;
2023-09-02T20:57:04;-7.079708333;112.65984;8;511;184.5;P1;
2023-09-02T20:57:13;-7.080081667;112.6598133;8;511;184.6;P1;
2023-09-02T20:57:25;-7.08049;112.6597817;8;511;184.8;P1;
